"Path","Name","Extension","Kind","Category","Priority","根拠","確度","Phase2必要性"
"C:\fchart\chokan\taisei\z20060109.csv","z20060109.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060110.csv","z20060110.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060111.csv","z20060111.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060112.csv","z20060112.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060113.csv","z20060113.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060116.csv","z20060116.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060117.csv","z20060117.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060118.csv","z20060118.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060119.csv","z20060119.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060120.csv","z20060120.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060123.csv","z20060123.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060124.csv","z20060124.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060126.csv","z20060126.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060127.csv","z20060127.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060130.csv","z20060130.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060131.csv","z20060131.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060201.csv","z20060201.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060202.csv","z20060202.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060203.csv","z20060203.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060206.csv","z20060206.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060207.csv","z20060207.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060208.csv","z20060208.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060209.csv","z20060209.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060210.csv","z20060210.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060213.csv","z20060213.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060214.csv","z20060214.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060215.csv","z20060215.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060216.csv","z20060216.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060217.csv","z20060217.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060220.csv","z20060220.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060221.csv","z20060221.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060222.csv","z20060222.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060223.csv","z20060223.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060224.csv","z20060224.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060227.csv","z20060227.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060228.csv","z20060228.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060301.csv","z20060301.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060302.csv","z20060302.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060303.csv","z20060303.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060306.csv","z20060306.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060307.csv","z20060307.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060308.csv","z20060308.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060309.csv","z20060309.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060310.csv","z20060310.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060313.csv","z20060313.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060314.csv","z20060314.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060315.csv","z20060315.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060316.csv","z20060316.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060317.csv","z20060317.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060320.csv","z20060320.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060321.csv","z20060321.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060322.csv","z20060322.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060323.csv","z20060323.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060324.csv","z20060324.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060327.csv","z20060327.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060328.csv","z20060328.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060329.csv","z20060329.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060330.csv","z20060330.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060403.csv","z20060403.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060404.csv","z20060404.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060405.csv","z20060405.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060406.csv","z20060406.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060407.csv","z20060407.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060410.csv","z20060410.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060411.csv","z20060411.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060412.csv","z20060412.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060413.csv","z20060413.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060414.csv","z20060414.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060417.csv","z20060417.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060418.csv","z20060418.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060419.csv","z20060419.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060420.csv","z20060420.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060421.csv","z20060421.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060424.csv","z20060424.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060425.csv","z20060425.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060426.csv","z20060426.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060501.csv","z20060501.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060502.csv","z20060502.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060503.csv","z20060503.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060504.csv","z20060504.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060505.csv","z20060505.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060508.csv","z20060508.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060509.csv","z20060509.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060510.csv","z20060510.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060511.csv","z20060511.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060512.csv","z20060512.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060515.csv","z20060515.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060516.csv","z20060516.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060517.csv","z20060517.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060518.csv","z20060518.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060519.csv","z20060519.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060522.csv","z20060522.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060523.csv","z20060523.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060524.csv","z20060524.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060525.csv","z20060525.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060526.csv","z20060526.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060529.csv","z20060529.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060530.csv","z20060530.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060531.csv","z20060531.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060601.csv","z20060601.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060602.csv","z20060602.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060605.csv","z20060605.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060606.csv","z20060606.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060607.csv","z20060607.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060608.csv","z20060608.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060609.csv","z20060609.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060612.csv","z20060612.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060613.csv","z20060613.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060614.csv","z20060614.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060615.csv","z20060615.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060616.csv","z20060616.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060619.csv","z20060619.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060620.csv","z20060620.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060621.csv","z20060621.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060622.csv","z20060622.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060623.csv","z20060623.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060626.csv","z20060626.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060627.csv","z20060627.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060628.csv","z20060628.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060629.csv","z20060629.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060630.csv","z20060630.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060704.csv","z20060704.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060705.csv","z20060705.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060706.csv","z20060706.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060707.csv","z20060707.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060710.csv","z20060710.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060711.csv","z20060711.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060712.csv","z20060712.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060713.csv","z20060713.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060714.csv","z20060714.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060717.csv","z20060717.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060718.csv","z20060718.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060719.csv","z20060719.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060720.csv","z20060720.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060721.csv","z20060721.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060724.csv","z20060724.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060725.csv","z20060725.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060726.csv","z20060726.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060727.csv","z20060727.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060728.csv","z20060728.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060731.csv","z20060731.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060804.csv","z20060804.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060807.csv","z20060807.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060808.csv","z20060808.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060809.csv","z20060809.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060810.csv","z20060810.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060811.csv","z20060811.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060814.csv","z20060814.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060815.csv","z20060815.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060816.csv","z20060816.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060817.csv","z20060817.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060818.csv","z20060818.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060821.csv","z20060821.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060822.csv","z20060822.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060823.csv","z20060823.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060824.csv","z20060824.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060825.csv","z20060825.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060828.csv","z20060828.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060829.csv","z20060829.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060830.csv","z20060830.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060904.csv","z20060904.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060905.csv","z20060905.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060906.csv","z20060906.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060907.csv","z20060907.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060908.csv","z20060908.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060911.csv","z20060911.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060912.csv","z20060912.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
"C:\fchart\chokan\taisei\z20060913.csv","z20060913.csv",".csv","File","設定・定義候補",,"ファイル名・拡張子・配置のみ","メタ情報候補","個別承認後に評価"
